,dia_semana,horario,mortos,causa_acidente,municipio,tipo_veiculo
5095,sexta-feira,13:50:00,0,Acessar a via sem observar a presença dos outros veículos,CUNHA PORA,Caminhonete
5096,terça-feira,10:40:00,0,Velocidade Incompatível,SAO JOSE,Caminhonete
5097,terça-feira,10:40:00,0,Velocidade Incompatível,SAO JOSE,Camioneta
5098,domingo,06:30:00,0,Acumulo de areia ou detritos sobre o pavimento,SAO JOSE DO CERRITO,Camioneta
5099,domingo,06:30:00,0,Acumulo de areia ou detritos sobre o pavimento,SAO JOSE DO CERRITO,Camioneta
5100,domingo,06:30:00,0,Acumulo de areia ou detritos sobre o pavimento,SAO JOSE DO CERRITO,Camioneta
5101,domingo,06:30:00,0,Acumulo de areia ou detritos sobre o pavimento,SAO JOSE DO CERRITO,Camioneta
5102,sábado,05:20:00,1,Transitar na contramão,CURITIBANOS,Automóvel
5103,sábado,05:20:00,1,Transitar na contramão,CURITIBANOS,Automóvel
5104,sábado,05:20:00,1,Transitar na contramão,CURITIBANOS,Automóvel
5105,sábado,05:20:00,1,Transitar na contramão,CURITIBANOS,Automóvel
5106,segunda-feira,18:45:00,0,Manobra de mudança de faixa,LAGES,Automóvel
5107,segunda-feira,18:45:00,0,Manobra de mudança de faixa,LAGES,Automóvel
5108,terça-feira,11:00:00,0,Transitar na contramão,CATANDUVAS,Caminhonete
5109,terça-feira,11:00:00,0,Transitar na contramão,CATANDUVAS,Caminhonete
5110,terça-feira,11:00:00,0,Transitar na contramão,CATANDUVAS,Camioneta
5111,terça-feira,18:25:00,0,Reação tardia ou ineficiente do condutor,SAO JOSE,Motocicleta
5112,terça-feira,18:25:00,0,Reação tardia ou ineficiente do condutor,SAO JOSE,Automóvel
5113,terça-feira,17:50:00,0,Acessar a via sem observar a presença dos outros veículos,LAGES,Motocicleta
5114,terça-feira,17:50:00,0,Acessar a via sem observar a presença dos outros veículos,LAGES,Bicicleta
5115,terça-feira,18:30:00,0,Ausência de reação do condutor,BLUMENAU,Automóvel
5116,terça-feira,18:30:00,0,Ausência de reação do condutor,BLUMENAU,Motocicleta
5117,quarta-feira,00:40:00,0,Ausência de reação do condutor,JAGUARUNA,Automóvel
5118,quarta-feira,00:40:00,0,Ausência de reação do condutor,JAGUARUNA,Automóvel
5119,quarta-feira,00:40:00,0,Ausência de reação do condutor,JAGUARUNA,Automóvel
5120,quarta-feira,00:40:00,0,Ausência de reação do condutor,JAGUARUNA,Automóvel
5121,quarta-feira,00:40:00,0,Ausência de reação do condutor,JAGUARUNA,Automóvel
5122,quarta-feira,08:00:00,0,Manobra de mudança de faixa,PALHOCA,Automóvel
5123,quarta-feira,08:00:00,0,Manobra de mudança de faixa,PALHOCA,Motoneta
5124,quarta-feira,07:55:00,0,Trafegar com motocicleta (ou similar) entre as faixas,PALHOCA,Motocicleta
5125,quarta-feira,07:55:00,0,Trafegar com motocicleta (ou similar) entre as faixas,PALHOCA,Automóvel
5126,quarta-feira,09:00:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Motocicleta
5127,quarta-feira,09:00:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Caminhonete
5128,quarta-feira,10:05:00,0,Reação tardia ou ineficiente do condutor,PALHOCA,Motoneta
5129,quarta-feira,08:00:00,0,Desrespeitar a preferência no cruzamento,POUSO REDONDO,Automóvel
5130,quarta-feira,08:00:00,0,Desrespeitar a preferência no cruzamento,POUSO REDONDO,Automóvel
5131,quarta-feira,12:00:00,0,Frear bruscamente,SAO JOSE,Automóvel
5132,quarta-feira,12:00:00,0,Frear bruscamente,SAO JOSE,Motocicleta
5133,quarta-feira,16:25:00,0,Demais falhas mecânicas ou elétricas,BIGUACU,Motocicleta
5134,quarta-feira,15:00:00,0,Trafegar com motocicleta (ou similar) entre as faixas,BLUMENAU,Motocicleta
5135,quarta-feira,15:00:00,0,Trafegar com motocicleta (ou similar) entre as faixas,BLUMENAU,Automóvel
5136,quarta-feira,09:40:00,0,Problema na suspensão,SOMBRIO,Motoneta
5137,quarta-feira,09:40:00,0,Problema na suspensão,SOMBRIO,Motoneta
5138,quarta-feira,16:55:00,0,Trafegar com motocicleta (ou similar) entre as faixas,BLUMENAU,Motocicleta
5139,quarta-feira,16:55:00,0,Trafegar com motocicleta (ou similar) entre as faixas,BLUMENAU,Automóvel
5140,quarta-feira,12:45:00,0,Acessar a via sem observar a presença dos outros veículos,RODEIO,Automóvel
5141,quarta-feira,12:45:00,0,Acessar a via sem observar a presença dos outros veículos,RODEIO,Camioneta
5142,quarta-feira,17:00:00,0,Ultrapassagem Indevida,BLUMENAU,Automóvel
5143,quarta-feira,17:00:00,0,Ultrapassagem Indevida,BLUMENAU,Motocicleta
5144,quarta-feira,19:50:00,0,Reação tardia ou ineficiente do condutor,SAO FRANCISCO DO SUL,Automóvel
5145,quarta-feira,19:50:00,0,Reação tardia ou ineficiente do condutor,SAO FRANCISCO DO SUL,Bicicleta
5146,quinta-feira,03:30:00,0,Ingestão de álcool pelo condutor,BARRA VELHA,Automóvel
5147,quinta-feira,03:30:00,0,Ingestão de álcool pelo condutor,BARRA VELHA,Automóvel
5148,quinta-feira,04:00:00,0,Entrada inopinada do pedestre,JOINVILLE,Automóvel
5149,quinta-feira,04:00:00,0,Entrada inopinada do pedestre,JOINVILLE,
5150,quinta-feira,04:00:00,0,Entrada inopinada do pedestre,JOINVILLE,
5151,quinta-feira,04:00:00,0,Condutor Dormindo,IMBITUBA,Automóvel
5152,quinta-feira,04:00:00,0,Condutor Dormindo,IMBITUBA,Automóvel
5153,quinta-feira,01:30:00,0,Velocidade Incompatível,GUARUJA DO SUL,Automóvel
5154,quinta-feira,07:55:00,0,Ausência de reação do condutor,BIGUACU,Automóvel
5155,quinta-feira,07:55:00,0,Ausência de reação do condutor,BIGUACU,Automóvel
5156,quinta-feira,07:45:00,0,Reação tardia ou ineficiente do condutor,BALNEARIO CAMBORIU,Motocicleta
5157,quinta-feira,07:45:00,0,Reação tardia ou ineficiente do condutor,BALNEARIO CAMBORIU,Motocicleta
5158,quinta-feira,19:20:00,0,Mal súbito do condutor,NOVA ERECHIM,Automóvel
5159,quinta-feira,07:45:00,0,Pista esburacada,RIO DO SUL,Automóvel
5160,quinta-feira,07:45:00,0,Pista esburacada,RIO DO SUL,Automóvel
5161,quinta-feira,07:45:00,0,Pista esburacada,RIO DO SUL,Camioneta
5162,quinta-feira,12:30:00,0,Ausência de reação do condutor,ITAJAI,Motocicleta
5163,quinta-feira,12:30:00,0,Ausência de reação do condutor,ITAJAI,Caminhonete
5164,quinta-feira,15:45:00,0,Conversão proibida,RIO DO SUL,Automóvel
5165,quinta-feira,15:45:00,0,Conversão proibida,RIO DO SUL,
5166,quinta-feira,17:30:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Motocicleta
5167,quinta-feira,17:30:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Utilitário
5168,quinta-feira,18:00:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Motocicleta
5169,quinta-feira,18:00:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Automóvel
5170,quinta-feira,18:00:00,0,Velocidade Incompatível,CONCORDIA,Caminhonete
5171,quinta-feira,19:50:00,0,Acessar a via sem observar a presença dos outros veículos,SAO JOSE,Motoneta
5172,quinta-feira,19:50:00,0,Acessar a via sem observar a presença dos outros veículos,SAO JOSE,Motocicleta
5173,quinta-feira,20:30:00,0,Demais falhas mecânicas ou elétricas,SAO JOSE,Automóvel
5174,quinta-feira,20:30:00,0,Demais falhas mecânicas ou elétricas,SAO JOSE,Motoneta
5175,quinta-feira,19:11:00,0,Acessar a via sem observar a presença dos outros veículos,LAGES,Caminhonete
5176,quinta-feira,19:11:00,0,Acessar a via sem observar a presença dos outros veículos,LAGES,
5177,quinta-feira,23:20:00,0,Animais na Pista,TRES BARRAS,Automóvel
5178,sexta-feira,04:30:00,0,Ingestão de álcool pelo condutor,ITAJAI,Automóvel
5179,sexta-feira,04:30:00,0,Ingestão de álcool pelo condutor,ITAJAI,Automóvel
5180,sexta-feira,06:47:00,0,Conversão proibida,ARAQUARI,Motocicleta
5181,domingo,07:46:00,1,Acessar a via sem observar a presença dos outros veículos,BALNEARIO CAMBORIU,Bicicleta
5182,domingo,07:46:00,0,Acessar a via sem observar a presença dos outros veículos,BALNEARIO CAMBORIU,Automóvel
5183,sexta-feira,08:40:00,0,Acessar a via sem observar a presença dos outros veículos,GUARAMIRIM,Motocicleta
5184,sexta-feira,08:40:00,0,Acessar a via sem observar a presença dos outros veículos,GUARAMIRIM,Automóvel
5185,domingo,22:00:00,0,Condutor deixou de manter distância do veículo da frente,TUBARAO,Camioneta
5186,domingo,22:00:00,0,Condutor deixou de manter distância do veículo da frente,TUBARAO,Automóvel
5187,sábado,17:20:00,0,Ausência de reação do condutor,CHAPECO,Motocicleta
5188,sexta-feira,08:40:00,0,Ausência de reação do condutor,LAGES,Caminhonete
5189,sexta-feira,08:40:00,0,Ausência de reação do condutor,LAGES,Caminhonete
5190,sexta-feira,08:40:00,0,Ausência de reação do condutor,LAGES,Caminhonete
5191,sexta-feira,08:40:00,0,Ausência de reação do condutor,LAGES,Caminhonete
5192,sexta-feira,10:00:00,0,Reação tardia ou ineficiente do condutor,CRICIUMA,Camioneta
5193,sexta-feira,10:00:00,0,Reação tardia ou ineficiente do condutor,CRICIUMA,Camioneta
5194,sexta-feira,10:00:00,0,Reação tardia ou ineficiente do condutor,CRICIUMA,Camioneta
5195,sexta-feira,10:00:00,0,Reação tardia ou ineficiente do condutor,CRICIUMA,Automóvel
5196,sexta-feira,10:00:00,0,Reação tardia ou ineficiente do condutor,CRICIUMA,Caminhonete
5197,sexta-feira,10:10:00,0,Área urbana sem a presença de local apropriado para a travessia de pedestres,JARAGUA DO SUL,Automóvel
5198,sexta-feira,10:10:00,0,Área urbana sem a presença de local apropriado para a travessia de pedestres,JARAGUA DO SUL,Bicicleta
5199,sexta-feira,10:10:00,0,Área urbana sem a presença de local apropriado para a travessia de pedestres,JARAGUA DO SUL,
5200,terça-feira,23:37:00,0,Ausência de reação do condutor,BIGUACU,Motocicleta
5201,sexta-feira,12:10:00,0,Reação tardia ou ineficiente do condutor,ITAJAI,Motocicleta
5202,sexta-feira,12:10:00,0,Reação tardia ou ineficiente do condutor,ITAJAI,Motocicleta
5203,sexta-feira,12:10:00,0,Reação tardia ou ineficiente do condutor,ITAJAI,Automóvel
5204,terça-feira,23:30:00,0,Ingestão de álcool pelo condutor,INDAIAL,Automóvel
5205,sexta-feira,13:35:00,0,Ausência de reação do condutor,SAO JOSE,Caminhonete
5206,sexta-feira,13:35:00,0,Ausência de reação do condutor,SAO JOSE,Motocicleta
5207,sexta-feira,13:35:00,0,Ausência de reação do condutor,SAO JOSE,Motocicleta
5208,sexta-feira,13:45:00,0,Ultrapassagem Indevida,BLUMENAU,Automóvel
5209,sexta-feira,13:45:00,0,Ultrapassagem Indevida,BLUMENAU,Motoneta
5210,sexta-feira,13:40:00,0,Acessar a via sem observar a presença dos outros veículos,INDAIAL,Automóvel
5211,sexta-feira,13:40:00,0,Acessar a via sem observar a presença dos outros veículos,INDAIAL,Camioneta
5212,sexta-feira,15:20:00,0,Problema com o freio,MARAVILHA,Automóvel
5213,sexta-feira,15:20:00,0,Problema com o freio,MARAVILHA,Automóvel
5214,sexta-feira,15:20:00,0,Problema com o freio,MARAVILHA,Automóvel
5215,sexta-feira,15:20:00,0,Problema com o freio,MARAVILHA,Automóvel
5216,sexta-feira,15:20:00,0,Problema com o freio,MARAVILHA,Automóvel
5217,sexta-feira,17:50:00,0,Ausência de reação do condutor,PALHOCA,Automóvel
5218,sexta-feira,17:50:00,0,Ausência de reação do condutor,PALHOCA,Automóvel
5219,sexta-feira,19:10:00,0,Desrespeitar a preferência no cruzamento,JARAGUA DO SUL,Motoneta
5220,sexta-feira,19:10:00,0,Desrespeitar a preferência no cruzamento,JARAGUA DO SUL,Automóvel
5221,sexta-feira,17:50:00,0,Ingestão de álcool pelo condutor,ITAJAI,Automóvel
5222,sexta-feira,17:50:00,0,Ingestão de álcool pelo condutor,ITAJAI,Bicicleta
5223,sábado,00:00:00,0,Demais falhas na via,INDAIAL,Bicicleta
5224,sábado,00:30:00,0,Animais na Pista,PALHOCA,Motoneta
5225,sábado,00:30:00,0,Animais na Pista,PALHOCA,Motoneta
5226,sábado,02:20:00,0,Transitar na contramão,ALFREDO WAGNER,Automóvel
5227,sábado,02:20:00,0,Transitar na contramão,ALFREDO WAGNER,Automóvel
5228,sábado,02:50:00,0,Ingestão de álcool pelo condutor,BIGUACU,Automóvel
5229,sábado,04:50:00,0,Ingestão de álcool pelo condutor,ARARANGUA,Automóvel
5230,sábado,05:00:00,0,Reação tardia ou ineficiente do condutor,LAGUNA,Motocicleta
5231,sábado,05:00:00,0,Reação tardia ou ineficiente do condutor,LAGUNA,Automóvel
5232,sábado,06:30:00,0,Ingestão de álcool pelo condutor,INDAIAL,Automóvel
5233,sábado,06:30:00,0,Ingestão de álcool pelo condutor,INDAIAL,Automóvel
5234,sábado,06:30:00,0,Ingestão de álcool pelo condutor,INDAIAL,Automóvel
5235,sábado,06:58:00,0,Ingestão de álcool pelo condutor,BLUMENAU,Camioneta
5236,sábado,06:58:00,0,Ingestão de álcool pelo condutor,BLUMENAU,Camioneta
5237,sábado,06:15:00,0,Ingestão de álcool pelo condutor,CORREIA PINTO,Automóvel
5238,sábado,06:15:00,0,Ingestão de álcool pelo condutor,CORREIA PINTO,Automóvel
5239,sábado,06:15:00,0,Ingestão de álcool pelo condutor,CORREIA PINTO,Automóvel
5240,sábado,08:30:00,0,Velocidade Incompatível,JOINVILLE,Bicicleta
5241,sábado,08:30:00,0,Velocidade Incompatível,JOINVILLE,Motocicleta
5242,sábado,09:20:00,0,Manobra de mudança de faixa,PALHOCA,Automóvel
5243,sábado,09:20:00,0,Manobra de mudança de faixa,PALHOCA,Motocicleta
5244,sábado,09:20:00,0,Manobra de mudança de faixa,PALHOCA,Motocicleta
5245,sábado,09:50:00,0,Condutor deixou de manter distância do veículo da frente,BALNEARIO CAMBORIU,Caminhonete
5246,sábado,09:50:00,0,Condutor deixou de manter distância do veículo da frente,BALNEARIO CAMBORIU,Motocicleta
5247,sábado,13:00:00,0,Ausência de reação do condutor,ITAJAI,Automóvel
5248,sábado,13:00:00,0,Ausência de reação do condutor,ITAJAI,Motocicleta
5249,sábado,13:00:00,0,Ausência de reação do condutor,ITAJAI,Motocicleta
5250,sábado,13:00:00,0,Condutor deixou de manter distância do veículo da frente,BIGUACU,Motocicleta
5251,sábado,13:00:00,0,Condutor deixou de manter distância do veículo da frente,BIGUACU,Motocicleta
5252,sábado,13:25:00,0,Ausência de reação do condutor,PALHOCA,Motocicleta
5253,sábado,13:25:00,0,Ausência de reação do condutor,PALHOCA,Motocicleta
5254,terça-feira,21:33:00,0,Ausência de reação do condutor,CHAPECO,Motocicleta
5255,terça-feira,21:33:00,0,Ausência de reação do condutor,CHAPECO,
5256,sábado,12:50:00,0,Ingestão de álcool pelo condutor,CORREIA PINTO,Caminhonete
5257,sábado,12:50:00,0,Ingestão de álcool pelo condutor,CORREIA PINTO,Motocicleta
5258,sábado,12:50:00,0,Ingestão de álcool pelo condutor,CORREIA PINTO,Motocicleta
5259,sábado,14:35:00,0,Manobra de mudança de faixa,ITAPEMA,Motocicleta
5260,sábado,14:35:00,0,Manobra de mudança de faixa,ITAPEMA,Caminhonete
5261,sábado,15:10:00,0,Desrespeitar a preferência no cruzamento,BIGUACU,Camioneta
5262,sábado,15:10:00,0,Desrespeitar a preferência no cruzamento,BIGUACU,Motocicleta
5263,sábado,14:45:00,0,Velocidade Incompatível,SAO JOSE,Motocicleta
5264,sábado,16:00:00,0,Manobra de mudança de faixa,FLORIANOPOLIS,Motocicleta
5265,sábado,16:00:00,0,Manobra de mudança de faixa,FLORIANOPOLIS,Automóvel
5266,sábado,16:50:00,0,Ingestão de álcool pelo condutor,NAVEGANTES,Motocicleta
5267,sábado,17:30:00,0,Reação tardia ou ineficiente do condutor,MAFRA,Automóvel
5268,sábado,17:30:00,0,Reação tardia ou ineficiente do condutor,MAFRA,Automóvel
5269,sábado,17:30:00,0,Reação tardia ou ineficiente do condutor,MAFRA,Camioneta
5270,sábado,18:20:00,0,Desrespeitar a preferência no cruzamento,POUSO REDONDO,Motoneta
5271,sábado,18:20:00,0,Desrespeitar a preferência no cruzamento,POUSO REDONDO,Camioneta
5272,sábado,21:15:00,0,Ingestão de álcool pelo condutor,PALHOCA,Automóvel
5273,sábado,21:10:00,0,Desrespeitar a preferência no cruzamento,ARARANGUA,Automóvel
5274,sábado,21:10:00,0,Desrespeitar a preferência no cruzamento,ARARANGUA,Automóvel
5275,sábado,21:10:00,0,Desrespeitar a preferência no cruzamento,ARARANGUA,Motoneta
5276,sábado,22:00:00,0,Ingestão de álcool pelo condutor,PALHOCA,Motocicleta
5277,sábado,22:00:00,0,Ingestão de álcool pelo condutor,PALHOCA,Motocicleta
5278,sábado,22:00:00,0,Ingestão de álcool pelo condutor,PALHOCA,Motocicleta
5279,sábado,22:30:00,0,Condutor deixou de manter distância do veículo da frente,BIGUACU,Automóvel
5280,sábado,22:30:00,0,Condutor deixou de manter distância do veículo da frente,BIGUACU,Automóvel
5281,sábado,23:00:00,0,Reação tardia ou ineficiente do condutor,PALHOCA,Motoneta
5282,sábado,23:00:00,0,Reação tardia ou ineficiente do condutor,PALHOCA,Motoneta
5283,sábado,20:20:00,0,Transitar na contramão,PONTE SERRADA,Automóvel
5284,domingo,00:50:00,0,Reação tardia ou ineficiente do condutor,PINHALZINHO,Automóvel
5285,domingo,00:50:00,0,Reação tardia ou ineficiente do condutor,PINHALZINHO,Automóvel
5286,domingo,00:50:00,0,Reação tardia ou ineficiente do condutor,PINHALZINHO,Automóvel
5287,domingo,00:50:00,0,Reação tardia ou ineficiente do condutor,PINHALZINHO,Automóvel
5288,domingo,02:40:00,0,Ingestão de álcool pelo condutor,BIGUACU,Automóvel
5289,domingo,03:40:00,0,Ingestão de álcool pelo condutor,LAGUNA,Automóvel
5290,domingo,06:50:00,0,Ausência de reação do condutor,PALHOCA,Motocicleta
5291,domingo,04:20:00,0,Condutor Dormindo,APIUNA,Utilitário
5292,domingo,04:20:00,0,Condutor Dormindo,APIUNA,Utilitário
5293,domingo,07:45:00,0,Ausência de reação do condutor,ITAPEMA,Motocicleta
5294,domingo,07:45:00,0,Ausência de reação do condutor,ITAPEMA,Camioneta
5295,domingo,07:10:00,0,Velocidade Incompatível,ARAQUARI,Utilitário
5296,domingo,08:15:00,0,Desrespeitar a preferência no cruzamento,CAMPOS NOVOS,Automóvel
5297,domingo,08:15:00,0,Desrespeitar a preferência no cruzamento,CAMPOS NOVOS,Motocicleta
5298,domingo,08:15:00,0,Desrespeitar a preferência no cruzamento,CAMPOS NOVOS,Motocicleta
5299,domingo,10:00:00,0,Velocidade Incompatível,TROMBUDO CENTRAL,Automóvel
5300,domingo,13:15:00,0,Condutor deixou de manter distância do veículo da frente,BOM RETIRO,Automóvel
5301,domingo,13:15:00,0,Condutor deixou de manter distância do veículo da frente,BOM RETIRO,Automóvel
5302,domingo,13:15:00,0,Condutor deixou de manter distância do veículo da frente,BOM RETIRO,Automóvel
5303,domingo,13:15:00,0,Condutor deixou de manter distância do veículo da frente,BOM RETIRO,Automóvel
5304,domingo,13:15:00,0,Condutor deixou de manter distância do veículo da frente,BOM RETIRO,Automóvel
5305,domingo,15:00:00,0,Reação tardia ou ineficiente do condutor,BALNEARIO CAMBORIU,Caminhonete
5306,domingo,15:00:00,0,Reação tardia ou ineficiente do condutor,BALNEARIO CAMBORIU,Motocicleta
5307,domingo,16:00:00,0,Ausência de reação do condutor,INDAIAL,Motocicleta
5308,domingo,16:00:00,0,Ausência de reação do condutor,INDAIAL,Automóvel
5309,domingo,18:26:00,0,Manobra de mudança de faixa,PESCARIA BRAVA,Motocicleta
5310,domingo,18:26:00,0,Manobra de mudança de faixa,PESCARIA BRAVA,Automóvel
5311,domingo,18:26:00,0,Manobra de mudança de faixa,PESCARIA BRAVA,Automóvel
5312,domingo,18:40:00,0,Acessar a via sem observar a presença dos outros veículos,PALHOCA,Automóvel
5313,domingo,18:40:00,0,Acessar a via sem observar a presença dos outros veículos,PALHOCA,Automóvel
5314,domingo,18:40:00,0,Acessar a via sem observar a presença dos outros veículos,PALHOCA,Motocicleta
5315,domingo,18:40:00,0,Acessar a via sem observar a presença dos outros veículos,PALHOCA,Motocicleta
5316,domingo,17:50:00,0,Manobra de mudança de faixa,PENHA,Automóvel
5317,domingo,17:50:00,0,Manobra de mudança de faixa,PENHA,Automóvel
5318,domingo,18:20:00,0,Ausência de reação do condutor,ITAPEMA,Motoneta
5319,domingo,18:20:00,0,Ausência de reação do condutor,ITAPEMA,Automóvel
5320,domingo,16:25:00,0,Reação tardia ou ineficiente do condutor,SANTA CECILIA,Automóvel
5321,domingo,16:25:00,0,Reação tardia ou ineficiente do condutor,SANTA CECILIA,Automóvel
5322,domingo,16:25:00,0,Reação tardia ou ineficiente do condutor,SANTA CECILIA,Automóvel
5323,domingo,22:15:00,0,Reação tardia ou ineficiente do condutor,GUARAMIRIM,Automóvel
5324,domingo,22:15:00,0,Reação tardia ou ineficiente do condutor,GUARAMIRIM,Bicicleta
5325,domingo,20:00:00,0,Ausência de reação do condutor,ITAJAI,Automóvel
5326,domingo,20:00:00,0,Ausência de reação do condutor,ITAJAI,Automóvel
5327,domingo,20:00:00,0,Ausência de reação do condutor,ITAJAI,Caminhonete
5328,domingo,20:00:00,0,Ausência de reação do condutor,ITAJAI,Camioneta
5329,domingo,20:00:00,0,Ausência de reação do condutor,ITAJAI,Automóvel
5330,domingo,21:05:00,0,Ingestão de álcool pelo condutor,RIO NEGRINHO,Automóvel
5331,domingo,21:05:00,0,Ingestão de álcool pelo condutor,RIO NEGRINHO,Automóvel
5332,domingo,21:05:00,0,Ingestão de álcool pelo condutor,RIO NEGRINHO,Camioneta
5333,domingo,21:05:00,0,Ingestão de álcool pelo condutor,RIO NEGRINHO,Camioneta
5334,domingo,23:00:00,0,Condutor deixou de manter distância do veículo da frente,ARAQUARI,Automóvel
5335,domingo,23:00:00,0,Condutor deixou de manter distância do veículo da frente,ARAQUARI,Motocicleta
5336,domingo,21:00:00,0,Condutor Dormindo,CAMPOS NOVOS,Automóvel
5337,domingo,21:00:00,0,Condutor Dormindo,CAMPOS NOVOS,Automóvel
5338,domingo,19:30:00,0,Acessar a via sem observar a presença dos outros veículos,GARUVA,Automóvel
5339,domingo,19:30:00,0,Acessar a via sem observar a presença dos outros veículos,GARUVA,Automóvel
5340,domingo,19:30:00,0,Acessar a via sem observar a presença dos outros veículos,GARUVA,Automóvel
5341,domingo,19:30:00,0,Acessar a via sem observar a presença dos outros veículos,GARUVA,Automóvel
5342,domingo,19:30:00,0,Acessar a via sem observar a presença dos outros veículos,GARUVA,Automóvel
5343,domingo,19:30:00,0,Acessar a via sem observar a presença dos outros veículos,GARUVA,Automóvel
5344,domingo,17:20:00,0,Demais falhas mecânicas ou elétricas,DESCANSO,
5345,domingo,17:55:00,0,Ultrapassagem Indevida,ERVAL VELHO,Motocicleta
5346,segunda-feira,06:40:00,0,Trafegar com motocicleta (ou similar) entre as faixas,BIGUACU,Motocicleta
5347,segunda-feira,06:40:00,0,Trafegar com motocicleta (ou similar) entre as faixas,BIGUACU,Automóvel
5348,segunda-feira,07:30:00,0,Conversão proibida,ARAQUARI,Automóvel
5349,segunda-feira,07:30:00,0,Conversão proibida,ARAQUARI,Motocicleta
5350,segunda-feira,09:00:00,0,Manobra de mudança de faixa,SAO JOSE,Automóvel
5351,segunda-feira,09:00:00,0,Manobra de mudança de faixa,SAO JOSE,Motocicleta
5352,segunda-feira,09:00:00,0,Manobra de mudança de faixa,SAO JOSE,Motocicleta
5353,segunda-feira,06:15:00,0,Acesso irregular,PINHALZINHO,Automóvel
5354,segunda-feira,06:15:00,0,Acesso irregular,PINHALZINHO,Motocicleta
5355,segunda-feira,10:30:00,0,Avarias e/ou desgaste excessivo no pneu,JOINVILLE,Motocicleta
5356,segunda-feira,10:30:00,0,Avarias e/ou desgaste excessivo no pneu,JOINVILLE,Motocicleta
5357,segunda-feira,13:20:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Caminhonete
5358,segunda-feira,13:20:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Motocicleta
5359,segunda-feira,13:40:00,0,Carga excessiva e/ou mal acondicionada,GARUVA,Automóvel
5360,segunda-feira,13:40:00,0,Carga excessiva e/ou mal acondicionada,GARUVA,Automóvel
5361,segunda-feira,13:40:00,0,Carga excessiva e/ou mal acondicionada,GARUVA,Caminhonete
5362,segunda-feira,14:07:00,0,Velocidade Incompatível,PALHOCA,Motocicleta
5363,segunda-feira,14:07:00,0,Velocidade Incompatível,PALHOCA,Caminhonete
5364,segunda-feira,14:07:00,0,Velocidade Incompatível,PALHOCA,
5365,segunda-feira,12:45:00,0,Conversão proibida,ICARA,Automóvel
5366,segunda-feira,12:45:00,0,Conversão proibida,ICARA,Bicicleta
5367,segunda-feira,15:30:00,0,Condutor deixou de manter distância do veículo da frente,INDAIAL,Caminhonete
5368,segunda-feira,15:30:00,0,Condutor deixou de manter distância do veículo da frente,INDAIAL,Utilitário
5369,segunda-feira,13:30:00,0,Ausência de reação do condutor,PALHOCA,Camioneta
5370,segunda-feira,13:30:00,0,Ausência de reação do condutor,PALHOCA,
5371,segunda-feira,13:30:00,0,Ausência de reação do condutor,PALHOCA,
5372,segunda-feira,15:50:00,0,Trafegar com motocicleta (ou similar) entre as faixas,SAO JOSE,Motocicleta
5373,segunda-feira,15:50:00,0,Trafegar com motocicleta (ou similar) entre as faixas,SAO JOSE,Caminhonete
5374,segunda-feira,15:50:00,0,Trafegar com motocicleta (ou similar) entre as faixas,SAO JOSE,Motocicleta
5375,segunda-feira,15:00:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Automóvel
5376,segunda-feira,15:00:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Automóvel
5377,segunda-feira,15:09:00,0,Reação tardia ou ineficiente do condutor,SANGAO,Automóvel
5378,segunda-feira,15:09:00,0,Reação tardia ou ineficiente do condutor,SANGAO,Automóvel
5379,segunda-feira,15:09:00,0,Reação tardia ou ineficiente do condutor,SANGAO,Automóvel
5380,segunda-feira,15:09:00,0,Reação tardia ou ineficiente do condutor,SANGAO,Automóvel
5381,segunda-feira,15:09:00,0,Reação tardia ou ineficiente do condutor,SANGAO,Automóvel
5382,segunda-feira,17:30:00,0,Reação tardia ou ineficiente do condutor,BIGUACU,Motocicleta
5383,segunda-feira,17:30:00,0,Reação tardia ou ineficiente do condutor,BIGUACU,Motocicleta
5384,segunda-feira,17:55:00,0,Acessar a via sem observar a presença dos outros veículos,BLUMENAU,Motocicleta
5385,segunda-feira,17:55:00,0,Acessar a via sem observar a presença dos outros veículos,BLUMENAU,Motocicleta
5386,segunda-feira,17:55:00,0,Acessar a via sem observar a presença dos outros veículos,BLUMENAU,Motocicleta
5387,segunda-feira,17:20:00,1,Desrespeitar a preferência no cruzamento,NAVEGANTES,Motocicleta
5388,segunda-feira,21:15:00,0,Ultrapassagem Indevida,APIUNA,Motocicleta
5389,segunda-feira,22:00:00,0,Ausência de reação do condutor,BLUMENAU,Motocicleta
5390,segunda-feira,22:00:00,0,Ausência de reação do condutor,BLUMENAU,Automóvel
5391,terça-feira,02:30:00,0,Demais falhas mecânicas ou elétricas,FLORIANOPOLIS,Motoneta
5392,terça-feira,06:00:00,0,Demais falhas mecânicas ou elétricas,ITAJAI,Motoneta
