,dia_semana,horario,mortos,causa_acidente,municipio,tipo_veiculo
0,segunda-feira,07:23:00,0,Reação tardia ou ineficiente do condutor,BALNEARIO CAMBORIU,Caminhão
1,segunda-feira,17:25:00,0,Manobra de mudança de faixa,PAULO LOPES,Caminhão-trator
2,segunda-feira,17:15:00,0,Trafegar com motocicleta (ou similar) entre as faixas,PAULO LOPES,Caminhão-trator
3,segunda-feira,17:15:00,0,Trafegar com motocicleta (ou similar) entre as faixas,PAULO LOPES,Caminhão-trator
4,segunda-feira,22:30:00,0,Reação tardia ou ineficiente do condutor,GARUVA,Caminhão-trator
5,terça-feira,06:10:00,0,Manobra de mudança de faixa,PAULO LOPES,Caminhão-trator
6,terça-feira,06:55:00,0,Transitar na contramão,JOINVILLE,Caminhão-trator
7,segunda-feira,04:15:00,0,Acessar a via sem observar a presença dos outros veículos,CORUPA,Caminhão
8,terça-feira,08:50:00,0,Ausência de reação do condutor,INDAIAL,Caminhão
9,terça-feira,08:50:00,0,Ausência de reação do condutor,INDAIAL,Caminhão
10,terça-feira,10:15:00,0,Manobra de mudança de faixa,CHAPECO,Caminhão-trator
11,terça-feira,12:45:00,0,Transitar na contramão,CONCORDIA,Caminhão
12,terça-feira,12:45:00,0,Transitar na contramão,CONCORDIA,Caminhão
13,terça-feira,20:55:00,0,Pista Escorregadia,RANCHO QUEIMADO,Caminhão
14,quarta-feira,00:24:00,0,Chuva,PONTE ALTA,Caminhão
15,terça-feira,23:40:00,0,Chuva,CURITIBANOS,Caminhão-trator
16,quarta-feira,07:00:00,0,Avarias e/ou desgaste excessivo no pneu,ITAPEMA,Caminhão
17,quarta-feira,10:00:00,0,Afundamento ou ondulação no pavimento,CUNHA PORA,Caminhão-trator
18,quarta-feira,10:40:00,0,Ausência de reação do condutor,PONTE ALTA,Caminhão-trator
19,quarta-feira,12:30:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Caminhão
20,quarta-feira,13:30:00,0,Frear bruscamente,SAO JOSE,Caminhão-trator
21,quarta-feira,16:10:00,0,Acessar a via sem observar a presença dos outros veículos,ITAJAI,Caminhão-trator
22,quarta-feira,13:45:00,0,Velocidade Incompatível,BRUNOPOLIS,Caminhão-trator
23,quarta-feira,13:45:00,0,Velocidade Incompatível,BRUNOPOLIS,Caminhão-trator
24,quarta-feira,20:45:00,1,Mal súbito do condutor,NAVEGANTES,Caminhão-trator
25,quarta-feira,18:15:00,0,Acessar a via sem observar a presença dos outros veículos,ARAQUARI,Caminhão-trator
26,quinta-feira,06:50:00,0,Ausência de reação do condutor,IMBITUBA,Caminhão
27,quinta-feira,15:20:00,0,Acessar a via sem observar a presença dos outros veículos,PORTO BELO,Caminhão
28,quinta-feira,15:45:00,0,Acessar a via sem observar a presença dos outros veículos,ITAJAI,Caminhão
29,sexta-feira,02:35:00,0,Condutor Dormindo,BARRA VELHA,Caminhão
30,sexta-feira,02:35:00,0,Condutor Dormindo,BARRA VELHA,Caminhão-trator
31,sexta-feira,02:35:00,0,Condutor Dormindo,BARRA VELHA,Caminhão
32,sexta-feira,11:45:00,0,Demais falhas mecânicas ou elétricas,RIO NEGRINHO,Caminhão-trator
33,sexta-feira,17:51:00,0,Reação tardia ou ineficiente do condutor,PALHOCA,Caminhão-trator
34,sexta-feira,21:10:00,0,Desrespeitar a preferência no cruzamento,ARAQUARI,Caminhão
35,sexta-feira,22:25:00,0,Ausência de reação do condutor,SAO CRISTOVAO DO SUL,Caminhão-trator
36,sábado,17:40:00,0,Acessar a via sem observar a presença dos outros veículos,PONTE ALTA,Caminhão-trator
37,domingo,02:16:00,0,Reação tardia ou ineficiente do condutor,ARAQUARI,Caminhão-trator
38,domingo,03:15:00,0,Manobra de mudança de faixa,PALHOCA,Caminhão
39,segunda-feira,15:50:00,0,Manobra de mudança de faixa,PESCARIA BRAVA,Caminhão-trator
40,segunda-feira,18:20:00,0,Ausência de reação do condutor,ICARA,Caminhão-trator
41,segunda-feira,18:20:00,0,Ausência de reação do condutor,ICARA,Caminhão-trator
42,segunda-feira,19:10:00,0,Problema com o freio,MONTE CASTELO,Caminhão-trator
43,terça-feira,03:45:00,0,Condutor Dormindo,TREZE DE MAIO,Caminhão-trator
44,terça-feira,03:45:00,0,Condutor Dormindo,TREZE DE MAIO,Caminhão-trator
45,terça-feira,16:16:00,0,Reação tardia ou ineficiente do condutor,PALHOCA,Caminhão
46,terça-feira,18:25:00,0,Acessar a via sem observar a presença dos outros veículos,BALNEARIO PICARRAS,Caminhão-trator
47,terça-feira,18:25:00,0,Acessar a via sem observar a presença dos outros veículos,BALNEARIO PICARRAS,Caminhão
48,terça-feira,20:55:00,0,Ausência de reação do condutor,LAGES,Caminhão
49,terça-feira,18:00:00,0,Reação tardia ou ineficiente do condutor,TIJUCAS,Caminhão-trator
50,terça-feira,18:00:00,0,Reação tardia ou ineficiente do condutor,TIJUCAS,Caminhão
51,terça-feira,23:35:00,0,Velocidade Incompatível,JOINVILLE,Caminhão-trator
52,terça-feira,23:35:00,0,Velocidade Incompatível,JOINVILLE,Caminhão
53,quarta-feira,10:30:00,0,Reação tardia ou ineficiente do condutor,BALNEARIO CAMBORIU,Caminhão
54,quarta-feira,18:00:00,0,Reação tardia ou ineficiente do condutor,BARRA VELHA,Caminhão
55,quarta-feira,20:30:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Caminhão
56,quarta-feira,18:00:00,0,Ausência de reação do condutor,PESCARIA BRAVA,Caminhão-trator
57,quinta-feira,09:40:00,0,Manobra de mudança de faixa,SAO JOSE,Caminhão
58,quinta-feira,15:10:00,0,Entrada inopinada do pedestre,SOMBRIO,Caminhão-trator
59,quinta-feira,10:30:00,0,Demais falhas mecânicas ou elétricas,ARAQUARI,Caminhão-trator
60,sexta-feira,00:15:00,0,Acessar a via sem observar a presença dos outros veículos,GUARAMIRIM,Caminhão
61,sexta-feira,02:10:00,0,Ingestão de álcool pelo condutor,SAO JOSE,Caminhão
62,sexta-feira,10:33:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Caminhão
63,sexta-feira,13:10:00,0,Acessar a via sem observar a presença dos outros veículos,INDAIAL,Caminhão
64,sexta-feira,13:10:00,0,Reação tardia ou ineficiente do condutor,RODEIO,Caminhão
65,sexta-feira,13:10:00,0,Reação tardia ou ineficiente do condutor,RODEIO,Caminhão
66,sexta-feira,16:20:00,0,Velocidade Incompatível,FAXINAL DOS GUEDES,Caminhão
67,sexta-feira,19:45:00,0,Condutor deixou de manter distância do veículo da frente,BARRA VELHA,Caminhão-trator
68,sexta-feira,19:45:00,0,Condutor deixou de manter distância do veículo da frente,BARRA VELHA,Caminhão-trator
69,sexta-feira,18:00:00,0,Pedestre cruzava a pista fora da faixa,PALHOCA,Caminhão-trator
70,sexta-feira,20:50:00,1,Velocidade Incompatível,CATANDUVAS,Caminhão
71,sábado,10:30:00,0,Velocidade Incompatível,JOINVILLE,Caminhão-trator
72,domingo,05:01:00,0,Reação tardia ou ineficiente do condutor,SAO FRANCISCO DO SUL,Caminhão-trator
73,domingo,16:00:00,0,Ultrapassagem Indevida,TUBARAO,Caminhão
74,domingo,17:30:00,0,Ausência de reação do condutor,INDAIAL,Caminhão-trator
75,domingo,16:30:00,0,Ingestão de substâncias psicoativas pelo condutor,PALHOCA,Caminhão-trator
76,segunda-feira,13:10:00,0,Condutor deixou de manter distância do veículo da frente,PONTE SERRADA,Caminhão-trator
77,segunda-feira,18:45:00,0,Velocidade Incompatível,IMBITUBA,Caminhão
78,segunda-feira,18:45:00,1,Velocidade Incompatível,IMBITUBA,Caminhão
79,segunda-feira,18:45:00,0,Velocidade Incompatível,IMBITUBA,Caminhão
80,segunda-feira,22:20:00,0,Velocidade Incompatível,BRUNOPOLIS,Caminhão
81,terça-feira,06:50:00,0,Condutor deixou de manter distância do veículo da frente,BALNEARIO CAMBORIU,Caminhão-trator
82,terça-feira,07:50:00,0,Reação tardia ou ineficiente do condutor,ITAJAI,Caminhão
83,terça-feira,12:20:00,0,Chuva,VARGEM BONITA,Caminhão-trator
84,quarta-feira,00:40:00,0,Ingestão de álcool pelo condutor,JOINVILLE,Caminhão-trator
85,quarta-feira,06:09:00,0,Ausência de reação do condutor,ITAJAI,Caminhão
86,segunda-feira,17:45:00,0,Ausência de reação do condutor,XAXIM,Caminhão-trator
87,terça-feira,23:50:00,0,Reação tardia ou ineficiente do condutor,BLUMENAU,Caminhão
88,quarta-feira,18:06:00,0,Trafegar com motocicleta (ou similar) entre as faixas,PALHOCA,Caminhão
89,quarta-feira,18:30:00,0,Pista Escorregadia,CHAPECO,Caminhão
90,quarta-feira,18:30:00,0,Pista Escorregadia,CHAPECO,Caminhão
91,quarta-feira,18:30:00,0,Pista Escorregadia,CHAPECO,Caminhão
92,quarta-feira,18:30:00,0,Pista Escorregadia,CHAPECO,Caminhão
93,quinta-feira,03:00:00,0,Velocidade Incompatível,CAMPOS NOVOS,Caminhão-trator
94,quinta-feira,08:55:00,0,Velocidade Incompatível,PALHOCA,Caminhão-trator
95,quinta-feira,08:55:00,0,Velocidade Incompatível,PALHOCA,Caminhão
96,quinta-feira,16:17:00,0,Reação tardia ou ineficiente do condutor,ITAJAI,Caminhão
97,terça-feira,23:00:00,0,Chuva,JAGUARUNA,Caminhão
98,terça-feira,23:00:00,0,Chuva,JAGUARUNA,Caminhão-trator
99,sexta-feira,02:10:00,0,Acessar a via sem observar a presença dos outros veículos,SAO MIGUEL DO OESTE,Caminhão
100,sexta-feira,00:20:00,0,Mal súbito do condutor,BARRA VELHA,Caminhão-trator
101,sexta-feira,08:00:00,0,Mal súbito do condutor,CHAPECO,Caminhão-trator
102,sexta-feira,09:15:00,0,Transitar na contramão,RANCHO QUEIMADO,Caminhão
103,sexta-feira,07:50:00,0,Transitar na contramão,MONTE CASTELO,Caminhão-trator
104,sexta-feira,07:50:00,0,Transitar na contramão,MONTE CASTELO,Caminhão-trator
105,sexta-feira,07:50:00,0,Transitar na contramão,MONTE CASTELO,Caminhão-trator
106,sexta-feira,07:50:00,0,Transitar na contramão,MONTE CASTELO,Caminhão
107,sexta-feira,10:15:00,0,Reação tardia ou ineficiente do condutor,LAGUNA,Caminhão
108,sexta-feira,15:00:00,0,Reação tardia ou ineficiente do condutor,GUARAMIRIM,Caminhão-trator
109,sexta-feira,11:50:00,0,Condutor deixou de manter distância do veículo da frente,NAVEGANTES,Caminhão-trator
110,sexta-feira,11:50:00,0,Condutor deixou de manter distância do veículo da frente,NAVEGANTES,Caminhão-trator
111,sexta-feira,11:50:00,0,Condutor deixou de manter distância do veículo da frente,NAVEGANTES,Caminhão-trator
112,sexta-feira,12:00:00,0,Ultrapassagem Indevida,NAVEGANTES,Caminhão-trator
113,sexta-feira,14:30:00,0,Condutor deixou de manter distância do veículo da frente,NAVEGANTES,Caminhão
114,sexta-feira,16:50:00,0,Ausência de reação do condutor,SAO JOSE,Caminhão-trator
115,sexta-feira,16:50:00,0,Ausência de reação do condutor,SAO JOSE,Caminhão-trator
116,domingo,17:45:00,0,Ingestão de álcool pelo condutor,IRANI,Caminhão
117,domingo,17:45:00,0,Ingestão de álcool pelo condutor,IRANI,Caminhão
118,segunda-feira,08:15:00,0,Mal súbito do condutor,ITAJAI,Caminhão
119,segunda-feira,11:06:00,0,Reação tardia ou ineficiente do condutor,BIGUACU,Caminhão-trator
120,segunda-feira,10:55:00,0,Velocidade Incompatível,JOINVILLE,Caminhão
121,segunda-feira,14:30:00,0,Condutor Dormindo,SAO JOSE,Caminhão
122,segunda-feira,14:30:00,0,Condutor Dormindo,SAO JOSE,Caminhão
123,segunda-feira,14:30:00,0,Condutor Dormindo,SAO JOSE,Caminhão
124,segunda-feira,18:30:00,0,Velocidade Incompatível,POUSO REDONDO,Caminhão-trator
125,terça-feira,07:05:00,0,Manobra de mudança de faixa,SAO JOSE,Caminhão
126,sexta-feira,19:45:00,0,Transitar na contramão,LAGES,Caminhão
127,sábado,04:25:00,0,Pedestre cruzava a pista fora da faixa,BARRA VELHA,Caminhão-trator
128,terça-feira,14:55:00,0,Reação tardia ou ineficiente do condutor,NAVEGANTES,Caminhão-trator
129,quarta-feira,05:50:00,0,Reação tardia ou ineficiente do condutor,SAO JOSE,Caminhão
130,sábado,13:40:00,0,Velocidade Incompatível,DESCANSO,Caminhão-trator
131,sábado,13:40:00,0,Velocidade Incompatível,DESCANSO,Caminhão-trator
132,quarta-feira,12:30:00,0,Condutor deixou de manter distância do veículo da frente,BIGUACU,Caminhão
133,sábado,12:30:00,0,Condutor deixou de manter distância do veículo da frente,ITAJAI,Caminhão
134,quarta-feira,13:45:00,0,Desrespeitar a preferência no cruzamento,PONTE ALTA,Caminhão-trator
135,quinta-feira,07:10:00,0,Reação tardia ou ineficiente do condutor,ARAQUARI,Caminhão
136,quinta-feira,07:10:00,0,Reação tardia ou ineficiente do condutor,ARAQUARI,Caminhão
137,quinta-feira,12:50:00,0,Ausência de reação do condutor,NAVEGANTES,Caminhão
138,domingo,13:35:00,0,Manobra de mudança de faixa,BALNEARIO CAMBORIU,Caminhão-trator
139,domingo,13:35:00,0,Manobra de mudança de faixa,BALNEARIO CAMBORIU,Caminhão-trator
140,domingo,13:35:00,0,Manobra de mudança de faixa,BALNEARIO CAMBORIU,Caminhão-trator
141,quinta-feira,17:25:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Caminhão-trator
142,quinta-feira,16:30:00,0,Condutor deixou de manter distância do veículo da frente,BALNEARIO CAMBORIU,Caminhão
143,quinta-feira,16:30:00,0,Condutor deixou de manter distância do veículo da frente,BALNEARIO CAMBORIU,Caminhão
144,sexta-feira,05:10:00,0,Condutor deixou de manter distância do veículo da frente,ARAQUARI,Caminhão-trator
145,sexta-feira,05:10:00,0,Condutor deixou de manter distância do veículo da frente,ARAQUARI,Caminhão
146,quinta-feira,23:30:00,0,Reação tardia ou ineficiente do condutor,BLUMENAU,Caminhão-trator
147,sexta-feira,06:28:00,0,Condutor deixou de manter distância do veículo da frente,ARAQUARI,Caminhão
148,sexta-feira,06:28:00,0,Condutor deixou de manter distância do veículo da frente,ARAQUARI,Caminhão-trator
149,sexta-feira,14:00:00,0,Manobra de mudança de faixa,PORTO UNIAO,Caminhão
150,sexta-feira,14:00:00,0,Manobra de mudança de faixa,PORTO UNIAO,Caminhão-trator
151,sexta-feira,17:10:00,0,Ultrapassagem Indevida,BALNEARIO CAMBORIU,Caminhão
152,sexta-feira,15:30:00,0,Entrada inopinada do pedestre,LAGUNA,Caminhão
153,sábado,04:35:00,0,Ingestão de álcool pelo condutor,CUNHA PORA,Caminhão
154,sábado,07:05:00,0,Ultrapassagem Indevida,ALFREDO WAGNER,Caminhão-trator
155,sábado,07:00:00,0,Ultrapassagem Indevida,SAO MIGUEL DO OESTE,Caminhão-trator
156,domingo,12:15:00,0,Manobra de mudança de faixa,PORTO BELO,Caminhão-trator
157,segunda-feira,08:00:00,0,Ausência de reação do condutor,CAPIVARI DE BAIXO,Caminhão
158,segunda-feira,09:30:00,0,Condutor deixou de manter distância do veículo da frente,RODEIO,Caminhão
159,segunda-feira,13:20:00,0,Mal súbito do condutor,XAXIM,Caminhão
160,segunda-feira,23:40:00,0,Acessar a via sem observar a presença dos outros veículos,BALNEARIO CAMBORIU,Caminhão
161,segunda-feira,22:12:00,0,Transitar na contramão,CAMPOS NOVOS,Caminhão-trator
162,segunda-feira,22:12:00,0,Transitar na contramão,CAMPOS NOVOS,Caminhão-trator
163,segunda-feira,22:12:00,0,Transitar na contramão,CAMPOS NOVOS,Caminhão-trator
164,segunda-feira,23:50:00,0,Transitar na contramão,SAO CRISTOVAO DO SUL,Caminhão
165,terça-feira,08:00:00,0,Ausência de reação do condutor,FLORIANOPOLIS,Caminhão
166,terça-feira,08:00:00,0,Ausência de reação do condutor,FLORIANOPOLIS,Caminhão
167,domingo,21:05:00,0,Velocidade Incompatível,IBIRAMA,Caminhão-trator
168,terça-feira,10:20:00,0,Acessar a via sem observar a presença dos outros veículos,PALHOCA,Caminhão-trator
169,terça-feira,12:20:00,0,Acessar a via sem observar a presença dos outros veículos,GAROPABA,Caminhão-trator
170,terça-feira,15:45:00,0,Velocidade Incompatível,AGUAS MORNAS,Caminhão-trator
171,terça-feira,15:45:00,0,Velocidade Incompatível,AGUAS MORNAS,Caminhão-trator
172,terça-feira,17:05:00,0,Condutor deixou de manter distância do veículo da frente,PALHOCA,Caminhão
173,terça-feira,18:50:00,0,Ausência de reação do condutor,ITAJAI,Caminhão
174,terça-feira,19:35:00,0,Desrespeitar a preferência no cruzamento,NAVEGANTES,Caminhão
175,quarta-feira,23:30:00,0,Demais falhas mecânicas ou elétricas,FAXINAL DOS GUEDES,Caminhão
176,quarta-feira,01:30:00,0,Transitar na contramão,BOM RETIRO,Caminhão
177,quarta-feira,01:30:00,0,Transitar na contramão,BOM RETIRO,Caminhão
178,quarta-feira,01:30:00,0,Transitar na contramão,BOM RETIRO,Caminhão-trator
179,quinta-feira,15:50:00,0,Ausência de reação do condutor,PALHOCA,Caminhão
180,quinta-feira,22:57:00,0,Transitar na contramão,MONTE CASTELO,Caminhão-trator
181,sexta-feira,01:20:00,0,Manobra de mudança de faixa,PALHOCA,Caminhão
182,sexta-feira,01:20:00,0,Manobra de mudança de faixa,PALHOCA,Caminhão
183,sexta-feira,04:30:00,0,Chuva,IBIRAMA,Caminhão-trator
184,sexta-feira,01:05:00,0,Ausência de reação do condutor,CRICIUMA,Caminhão-trator
185,sexta-feira,01:05:00,0,Ausência de reação do condutor,CRICIUMA,Caminhão-trator
186,sexta-feira,04:38:00,1,Acessar a via sem observar a presença dos outros veículos,SAO JOAO DO SUL,Caminhão
187,sexta-feira,08:15:00,0,Ultrapassagem Indevida,LONTRAS,Caminhão
188,sexta-feira,10:00:00,0,Ultrapassagem Indevida,BIGUACU,Caminhão
189,sexta-feira,07:00:00,0,Transitar na contramão,CURITIBANOS,Caminhão-trator
190,sexta-feira,16:30:00,0,Reação tardia ou ineficiente do condutor,CAPIVARI DE BAIXO,Caminhão
191,sábado,00:20:00,0,Condutor deixou de manter distância do veículo da frente,SOMBRIO,Caminhão
192,sábado,15:29:00,0,Velocidade Incompatível,PALMITOS,Caminhão-trator
193,sábado,15:29:00,0,Velocidade Incompatível,PALMITOS,Caminhão
194,sexta-feira,17:10:00,0,Condutor deixou de manter distância do veículo da frente,GUARAMIRIM,Caminhão
195,domingo,21:30:00,0,Ingestão de álcool pelo condutor,MAFRA,Caminhão-trator
196,segunda-feira,01:00:00,0,Reação tardia ou ineficiente do condutor,ITAPEMA,Caminhão
197,segunda-feira,06:30:00,0,Ausência de reação do condutor,BLUMENAU,Caminhão-trator
198,segunda-feira,09:00:00,0,Ausência de reação do condutor,SAO JOSE,Caminhão-trator
199,sexta-feira,15:50:00,0,Condutor deixou de manter distância do veículo da frente,LAGES,Caminhão
200,segunda-feira,06:30:00,0,Problema com o freio,ALFREDO WAGNER,Caminhão
201,sexta-feira,13:50:00,0,Acessar a via sem observar a presença dos outros veículos,CUNHA PORA,Caminhão-trator
202,sexta-feira,13:50:00,0,Acessar a via sem observar a presença dos outros veículos,CUNHA PORA,Caminhão
203,sábado,05:20:00,0,Transitar na contramão,CURITIBANOS,Caminhão-trator
204,terça-feira,11:00:00,0,Transitar na contramão,CATANDUVAS,Caminhão-trator
205,terça-feira,09:50:00,1,Reação tardia ou ineficiente do condutor,POUSO REDONDO,Caminhão-trator
206,quinta-feira,03:00:00,0,Ausência de reação do condutor,BIGUACU,Caminhão
207,quinta-feira,19:20:00,0,Mal súbito do condutor,NOVA ERECHIM,Caminhão-trator
208,quinta-feira,19:20:00,0,Mal súbito do condutor,NOVA ERECHIM,Caminhão-trator
209,quinta-feira,18:00:00,0,Velocidade Incompatível,CONCORDIA,Caminhão-trator
210,quinta-feira,15:35:00,1,Transitar na contramão,SANTA CECILIA,Caminhão
211,quinta-feira,15:35:00,1,Transitar na contramão,SANTA CECILIA,Caminhão
212,quinta-feira,15:35:00,0,Transitar na contramão,SANTA CECILIA,Caminhão-trator
213,sexta-feira,06:47:00,0,Conversão proibida,ARAQUARI,Caminhão-trator
214,sexta-feira,05:50:00,0,Reação tardia ou ineficiente do condutor,FLORIANOPOLIS,Caminhão
215,sexta-feira,10:00:00,0,Reação tardia ou ineficiente do condutor,CRICIUMA,Caminhão
216,domingo,23:00:00,0,Reação tardia ou ineficiente do condutor,AGUA DOCE,Caminhão
217,domingo,23:00:00,0,Reação tardia ou ineficiente do condutor,AGUA DOCE,Caminhão
218,sexta-feira,13:35:00,0,Ausência de reação do condutor,SAO JOSE,Caminhão
219,sexta-feira,15:20:00,0,Problema com o freio,MARAVILHA,Caminhão-trator
220,sexta-feira,08:05:00,0,Ausência de reação do condutor,BOM RETIRO,Caminhão-trator
221,sábado,02:20:00,0,Transitar na contramão,ALFREDO WAGNER,Caminhão-trator
222,sábado,06:30:00,0,Ingestão de álcool pelo condutor,INDAIAL,Caminhão-trator
223,sábado,20:20:00,0,Transitar na contramão,PONTE SERRADA,Caminhão-trator
224,domingo,21:00:00,0,Condutor Dormindo,CAMPOS NOVOS,Caminhão-trator
225,domingo,17:20:00,0,Demais falhas mecânicas ou elétricas,DESCANSO,Caminhão-trator
226,domingo,17:20:00,0,Demais falhas mecânicas ou elétricas,DESCANSO,Caminhão-trator
227,segunda-feira,10:40:00,0,Frear bruscamente,MONTE CASTELO,Caminhão-trator
228,segunda-feira,17:20:00,0,Desrespeitar a preferência no cruzamento,NAVEGANTES,Caminhão
229,segunda-feira,21:15:00,0,Ultrapassagem Indevida,APIUNA,Caminhão-trator
230,terça-feira,09:20:00,0,Manobra de mudança de faixa,ARAQUARI,Caminhão-trator
231,terça-feira,09:20:00,0,Manobra de mudança de faixa,ARAQUARI,Caminhão
232,terça-feira,18:15:00,0,Ultrapassagem Indevida,PALHOCA,Caminhão
233,terça-feira,17:00:00,0,Chuva,XAXIM,Caminhão
234,terça-feira,23:30:00,0,Ingestão de álcool pelo condutor,RODEIO,Caminhão-trator
235,quarta-feira,08:00:00,0,Trafegar com motocicleta (ou similar) entre as faixas,PALHOCA,Caminhão
236,quarta-feira,09:50:00,0,Manobra de mudança de faixa,ARAQUARI,Caminhão
237,quarta-feira,09:50:00,0,Manobra de mudança de faixa,ARAQUARI,Caminhão
238,quarta-feira,14:00:00,0,Manobra de mudança de faixa,BALNEARIO CAMBORIU,Caminhão
239,quarta-feira,12:25:00,0,Reação tardia ou ineficiente do condutor,APIUNA,Caminhão
240,quarta-feira,12:20:00,0,Condutor usando celular,JAGUARUNA,Caminhão-trator
241,quarta-feira,20:00:00,0,Ultrapassagem Indevida,RANCHO QUEIMADO,Caminhão
242,quarta-feira,23:15:00,0,Ausência de reação do condutor,TIJUCAS,Caminhão-trator
243,quinta-feira,03:40:00,0,Acessar a via sem observar a presença dos outros veículos,ITAJAI,Caminhão
244,quinta-feira,15:30:00,0,Condutor deixou de manter distância do veículo da frente,BARRA VELHA,Caminhão
245,quinta-feira,23:50:00,0,Ausência de reação do condutor,SANGAO,Caminhão-trator
246,sexta-feira,06:45:00,0,Condutor Dormindo,MONTE CASTELO,Caminhão-trator
247,sexta-feira,06:45:00,0,Condutor Dormindo,MONTE CASTELO,Caminhão-trator
248,sexta-feira,06:45:00,0,Condutor Dormindo,MONTE CASTELO,Caminhão-trator
249,sexta-feira,12:50:00,0,Condutor deixou de manter distância do veículo da frente,SAO JOSE,Caminhão-trator
250,sexta-feira,15:20:00,0,Ultrapassagem Indevida,LAGES,Caminhão
251,sexta-feira,19:55:00,0,Acessar a via sem observar a presença dos outros veículos,BLUMENAU,Caminhão-trator
252,sábado,04:30:00,0,Acessar a via sem observar a presença dos outros veículos,BARRA VELHA,Caminhão
253,sábado,12:00:00,0,Frear bruscamente,CAMPOS NOVOS,Caminhão-trator
254,sábado,12:30:00,0,Chuva,SAO BENTO DO SUL,Caminhão
255,sábado,12:30:00,0,Chuva,SAO BENTO DO SUL,Caminhão
256,domingo,14:40:00,0,Reação tardia ou ineficiente do condutor,SAO JOSE,Caminhão-trator
257,domingo,16:30:00,0,Acessar a via sem observar a presença dos outros veículos,LAGES,Caminhão
258,domingo,16:15:00,0,Ausência de reação do condutor,PALMITOS,Caminhão-trator
259,domingo,16:15:00,0,Ausência de reação do condutor,PALMITOS,Caminhão-trator
260,domingo,23:05:00,0,Transitar na contramão,JARAGUA DO SUL,Caminhão-trator
261,segunda-feira,06:30:00,0,Ausência de reação do condutor,MAFRA,Caminhão-trator
262,segunda-feira,06:30:00,0,Velocidade Incompatível,SAO CRISTOVAO DO SUL,Caminhão-trator
263,segunda-feira,08:00:00,0,Conversão proibida,CONCORDIA,Caminhão-trator
264,segunda-feira,08:30:00,0,Mal súbito do condutor,BARRA VELHA,Caminhão-trator
265,segunda-feira,21:30:00,0,Ultrapassagem Indevida,CONCORDIA,Caminhão-trator
266,segunda-feira,21:20:00,0,Reação tardia ou ineficiente do condutor,PONTE ALTA,Caminhão-trator
267,terça-feira,01:30:00,0,Condutor Dormindo,BOM RETIRO,Caminhão-trator
268,terça-feira,01:30:00,0,Condutor Dormindo,BOM RETIRO,Caminhão-trator
269,terça-feira,09:25:00,0,Desrespeitar a preferência no cruzamento,IRANI,Caminhão-trator
270,terça-feira,12:50:00,0,Ausência de reação do condutor,GARUVA,Caminhão
271,terça-feira,12:50:00,0,Ausência de reação do condutor,GARUVA,Caminhão-trator
272,terça-feira,12:50:00,0,Ausência de reação do condutor,GARUVA,Caminhão-trator
273,terça-feira,14:35:00,0,Desrespeitar a preferência no cruzamento,RIO DO SUL,Caminhão
274,terça-feira,15:50:00,0,Condutor deixou de manter distância do veículo da frente,LAGUNA,Caminhão
275,terça-feira,17:40:00,0,Acessar a via sem observar a presença dos outros veículos,INDAIAL,Caminhão
276,terça-feira,19:10:00,0,Carga excessiva e/ou mal acondicionada,VARGEM BONITA,Caminhão-trator
277,terça-feira,19:15:00,0,Transitar na contramão,GUARAMIRIM,Caminhão-trator
278,terça-feira,22:00:00,0,Retorno proibido,ARARANGUA,Caminhão-trator
279,quarta-feira,12:20:00,0,Manobra de mudança de faixa,IBIRAMA,Caminhão
280,quarta-feira,12:20:00,0,Manobra de mudança de faixa,IBIRAMA,Caminhão-trator
281,quarta-feira,16:15:00,0,Curva acentuada,CAPAO ALTO,Caminhão-trator
282,quarta-feira,21:35:00,0,Transitar na contramão,PAPANDUVA,Caminhão-trator
283,quinta-feira,11:30:00,0,Carga excessiva e/ou mal acondicionada,PONTE ALTA DO NORTE,Caminhão-trator
284,quinta-feira,11:00:00,0,Ultrapassagem Indevida,LAGES,Caminhão
285,quinta-feira,23:45:00,1,Velocidade Incompatível,CAPAO ALTO,Caminhão
286,sexta-feira,05:30:00,0,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,PALHOCA,Caminhão
287,sexta-feira,08:15:00,0,Manobra de mudança de faixa,PALHOCA,Caminhão
288,quinta-feira,20:00:00,0,Condutor deixou de manter distância do veículo da frente,PINHALZINHO,Caminhão-trator
289,sexta-feira,23:10:00,0,Pedestre andava na pista,PAPANDUVA,Caminhão
290,sexta-feira,23:10:00,0,Pedestre andava na pista,PAPANDUVA,Caminhão
291,sábado,11:40:00,0,Entrada inopinada do pedestre,ARARANGUA,Caminhão-trator
292,sábado,16:57:00,0,Ausência de reação do condutor,ARAQUARI,Caminhão-trator
293,sábado,21:20:00,0,Condutor deixou de manter distância do veículo da frente,SANGAO,Caminhão
294,sábado,22:30:00,0,Ingestão de álcool pelo condutor,INDAIAL,Caminhão-trator
295,domingo,06:00:00,0,Acessar a via sem observar a presença dos outros veículos,SAO JOSE DO CEDRO,Caminhão-trator
296,domingo,21:10:00,0,Transitar na contramão,LAGES,Caminhão-trator
